norad,name,date,sma,ecc,ecc2,incl,raan,country,owner,users,purpose,perigee,apogee,mass,launch_date,lifetime,contractor,contractor_country,launch_site,launch_vehicle
25170,IRIDIUM 56,7/17/2014,7155794.5,0.00021,0,86.3963,76.23,USA,Iridium Satellite LLC,Government/Commercial,Comms,776.00,779.00,689.00,2/18/1998,8 yrs.,Motorola Satellite Communications Group,USA,Vandenberg AFB,Delta 2 7920
25171,IRIDIUM 54,10/5/2014,7155800,0.00021,0,86.3989,42.83,USA,Iridium Satellite LLC,Government/Commercial,Comms,776.00,779.00,,2/18/1998,8 yrs.,Motorola Satellite Communications Group,USA,Vandenberg AFB,Delta 2 7920
25172,IRIDIUM 50,1/10/2014,7155800.5,0.00028,0,86.4,154.99,USA,Iridium Satellite LLC,Government/Commercial,Comms,776.00,780.00,689.00,2/18/1998,8 yrs.,Motorola Satellite Communications Group,USA,Vandenberg AFB,Delta 2 7920
25173,IRIDIUM 53,7/13/2014,7155818,0.00021,0,86.3955,78,USA,Iridium Satellite LLC,Government/Commercial,Comms,776.00,779.00,689.00,2/18/1998,8 yrs.,Motorola Satellite Communications Group,USA,Vandenberg AFB,Delta 2 7920
25262,IRIDIUM 51,9/23/2014,7155821.5,0.00021,0,86.4006,16.1,USA,Iridium Satellite LLC,Government/Commercial,Comms,776.00,779.00,689.00,3/25/1998,8 yrs.,Motorola Satellite Communications Group,USA,Taiyuan Launch Center,Long March 2C
25263,IRIDIUM 61,10/8/2014,7155801.5,0.00021,0,86.4008,10.11,USA,Iridium Satellite LLC,Government/Commercial,Comms,776.00,779.00,689.00,3/25/1998,8 yrs.,Motorola Satellite Communications Group,USA,Taiyuan Launch Center,Long March 2C
25272,IRIDIUM 55,9/20/2014,7155819.5,0.00021,0,86.4005,345.81,USA,Iridium Satellite LLC,Government/Commercial,Comms,776.00,779.00,689.00,3/30/1998,8 yrs.,Motorola Satellite Communications Group,USA,Vandenberg AFB,Delta 2 7920
25273,IRIDIUM 57,1/10/2014,7155804.5,0.00021,0,86.3974,91.46,USA,Iridium Satellite LLC,Government/Commercial,Comms,776.00,779.00,689.00,3/30/1998,8 yrs.,Motorola Satellite Communications Group,USA,Vandenberg AFB,Delta 2 7920
25274,IRIDIUM 58,10/10/2014,7155828.5,0.00021,0,86.4,337.92,USA,Iridium Satellite LLC,Government/Commercial,Comms,776.00,779.00,689.00,3/30/1998,8 yrs.,Motorola Satellite Communications Group,USA,Vandenberg AFB,Delta 2 7920
25275,IRIDIUM 59,9/5/2014,7155790,0.00028,0,86.4015,352.36,USA,Iridium Satellite LLC,Government/Commercial,Comms,776.00,780.00,689.00,3/30/1998,8 yrs.,Motorola Satellite Communications Group,USA,Vandenberg AFB,Delta 2 7920
25276,IRIDIUM 60,10/5/2014,7155811.5,0.00021,0,86.3981,339.49,USA,Iridium Satellite LLC,Government/Commercial,Comms,776.00,779.00,689.00,3/30/1998,8 yrs.,Motorola Satellite Communications Group,USA,Vandenberg AFB,Delta 2 7920
25285,IRIDIUM 62,10/21/2012,7155824,0.00021,0,86.3991,214.59,USA,Iridium Satellite LLC,Government/Commercial,Comms,776.00,779.00,689.00,4/7/1998,8 yrs.,Motorola Satellite Communications Group,USA,Baikonur Cosmodrome,Proton K
25287,IRIDIUM 64,7/17/2014,7155805,0.00021,0,86.3985,309.85,USA,Iridium Satellite LLC,Government/Commercial,Comms,776.00,779.00,689.00,4/7/1998,8 yrs.,Motorola Satellite Communications Group,USA,Baikonur Cosmodrome,Proton K
25288,IRIDIUM 65,10/9/2012,7155814.5,0.00021,0,86.3961,219.55,USA,Iridium Satellite LLC,Government/Commercial,Comms,776.00,779.00,689.00,4/7/1998,8 yrs.,Motorola Satellite Communications Group,USA,Baikonur Cosmodrome,Proton K
25289,IRIDIUM 66,4/13/2014,7155783,0.00021,0,86.3986,349.52,USA,Iridium Satellite LLC,Government/Commercial,Comms,776.00,779.00,689.00,4/7/1998,8 yrs.,Motorola Satellite Communications Group,USA,Baikonur Cosmodrome,Proton K
25290,IRIDIUM 67,6/16/2013,7155806,0.00021,0,86.3981,115.36,USA,Iridium Satellite LLC,Government/Commercial,Comms,776.00,779.00,689.00,4/7/1998,8 yrs.,Motorola Satellite Communications Group,USA,Baikonur Cosmodrome,Proton K
25291,IRIDIUM 68,2/22/2013,7155820,0.00021,0,86.3998,163.26,USA,Iridium Satellite LLC,Government/Commercial,Comms,776.00,779.00,689.00,4/7/1998,8 yrs.,Motorola Satellite Communications Group,USA,Baikonur Cosmodrome,Proton K
25342,IRIDIUM 70,12/13/2012,7155823.5,0.00021,0,86.3959,192.81,USA,Iridium Satellite LLC,Government/Commercial,Comms,776.00,779.00,689.00,5/17/1998,8 yrs.,Motorola Satellite Communications Group,USA,Vandenberg AFB,Delta 2 7920
25343,IRIDIUM 72,6/15/2013,7155802.5,0.00021,0,86.3978,115.99,USA,Iridium Satellite LLC,Government/Commercial,Comms,776.00,779.00,689.00,5/17/1998,8 yrs.,Motorola Satellite Communications Group,USA,Vandenberg AFB,Delta 2 7920
25345,IRIDIUM 74,8/13/2014,7126693.5,0.00028,0,86.4478,298.81,USA,Iridium Satellite LLC,Government/Commercial,Comms,747.00,751.00,689.00,5/17/1998,8 yrs.,Motorola Satellite Communications Group,USA,Vandenberg AFB,Delta 2 7920
25346,IRIDIUM 75,10/20/2012,7155839.5,0.00021,0,86.3987,215.36,USA,Iridium Satellite LLC,Government/Commercial,Comms,776.00,779.00,689.00,5/17/1998,8 yrs.,Motorola Satellite Communications Group,USA,Vandenberg AFB,Delta 2 7920
25431,IRIDIUM 03,1/9/2014,7155817,0.00028,0,86.3949,60.65,USA,Iridium Satellite LLC,Government/Commercial,Comms,776.00,780.00,689.00,8/19/1998,8 yrs.,Motorola Satellite Communications Group,USA,Taiyuan Launch Center,Long March 2C
25432,IRIDIUM 76,1/12/2014,7155804,0.00028,0,86.3937,58.8,USA,Iridium Satellite LLC,Government/Commercial,Comms,776.00,780.00,689.00,8/19/1998,8 yrs.,Motorola Satellite Communications Group,USA,Taiyuan Launch Center,Long March 2C
25467,IRIDIUM 82,7/12/2014,7155802,0.00021,0,86.3996,110.1,USA,Iridium Satellite LLC,Government/Commercial,Comms,776.00,779.00,689.00,9/8/1998,8 yrs.,Motorola Satellite Communications Group,USA,Vandenberg AFB,Delta 2 7920
25468,IRIDIUM 81,9/17/2012,7155852.5,0.00021,0,86.3966,26.46,USA,Iridium Satellite LLC,Government/Commercial,Comms,776.00,779.00,689.00,9/8/1998,8 yrs.,Motorola Satellite Communications Group,USA,Vandenberg AFB,Delta 2 7920
25469,IRIDIUM 80,3/6/2014,7155760.5,0.00021,0,86.4021,162.97,USA,Iridium Satellite LLC,Government/Commercial,Comms,776.00,779.00,689.00,9/8/1998,8 yrs.,Motorola Satellite Communications Group,USA,Vandenberg AFB,Delta 2 7920
25471,IRIDIUM 77,3/23/2014,7155809.5,0.00028,0,86.3988,155.95,USA,Iridium Satellite LLC,Government/Commercial,Comms,776.00,780.00,689.00,9/8/1998,8 yrs.,Motorola Satellite Communications Group,USA,Vandenberg AFB,Delta 2 7920
25528,IRIDIUM 86,12/4/2012,7155852.5,0.00028,0,86.3917,322.4,USA,Iridium Satellite LLC,Government/Commercial,Comms,776.00,780.00,689.00,11/6/1998,8 yrs.,Motorola Satellite Communications Group,USA,Vandenberg AFB,Delta 2 7920
25530,IRIDIUM 84,10/9/2014,7155825,0.00021,0,86.3989,40.8,USA,Iridium Satellite LLC,Government/Commercial,Comms,776.00,779.00,689.00,11/6/1998,8 yrs.,Motorola Satellite Communications Group,USA,Vandenberg AFB,Delta 2 7920
25531,IRIDIUM 83,3/1/2014,7155820,0.00021,0,86.3972,133.76,USA,Iridium Satellite LLC,Government/Commercial,Comms,776.00,779.00,689.00,11/6/1998,8 yrs.,Motorola Satellite Communications Group,USA,Vandenberg AFB,Delta 2 7920
25577,IRIDIUM 20,10/10/2014,7155802.5,0.00021,0,86.3932,305.89,USA,Iridium Satellite LLC,Government/Commercial,Comms,776.00,779.00,689.00,12/19/1998,8 yrs.,Motorola Satellite Communications Group,USA,Taiyuan Launch Center,Long March 2C
25578,IRIDIUM 11,1/10/2014,7155817,0.00021,0,86.3941,60.22,USA,Iridium Satellite LLC,Government/Commercial,Comms,776.00,779.00,689.00,12/19/1998,8 yrs.,Motorola Satellite Communications Group,USA,Taiyuan Launch Center,Long March 2C
25777,IRIDIUM 14,8/29/2014,7087677.5,0.00021,0,86.5127,291.62,USA,Iridium Satellite LLC,Government/Commercial,Comms,708.00,711.00,689.00,6/11/1999,8 yrs.,Motorola Satellite Communications Group,USA,Taiyuan Launch Center,Long March 2C
25778,IRIDIUM 21,3/11/2014,7155806,0.00035,0,86.4007,3.36,USA,Iridium Satellite LLC,Government/Commercial,Comms,775.00,780.00,689.00,6/11/1999,8 yrs.,Motorola Satellite Communications Group,USA,Taiyuan Launch Center,Long March 2C
27372,IRIDIUM 91,5/18/2014,7155783.5,0.00063,0,86.4003,38.77,USA,Iridium Satellite LLC,Government/Commercial,Comms,744.00,753.00,689.00,2/11/2002,8 yrs.,Motorola Satellite Communications Group,USA,Vandenberg AFB,Delta 2
27373,IRIDIUM 90,11/28/2012,7126931.5,0.00007,0,86.4433,324.98,USA,Iridium Satellite LLC,Government/Commercial,Comms,777.00,778.00,689.00,2/11/2002,8 yrs.,Motorola Satellite Communications Group,USA,Vandenberg AFB,Delta 2
27374,IRIDIUM 94,1/12/2014,7155800,0.00063,0,86.3938,59.5,USA,Iridium Satellite LLC,Government/Commercial,Comms,773.00,782.00,689.00,2/11/2002,8 yrs.,Motorola Satellite Communications Group,USA,Vandenberg AFB,Delta 2
27375,IRIDIUM 95,3/27/2014,7155797.5,0.00021,0,86.3968,60.53,USA,Iridium Satellite LLC,Government/Commercial,Comms,776.00,779.00,689.00,2/11/2002,8 yrs.,Motorola Satellite Communications Group,USA,Vandenberg AFB,Delta 2
27376,IRIDIUM 96,11/16/2012,7051175.5,0.00063,0,86.5742,266.93,USA,Iridium Satellite LLC,Government/Commercial,Comms,745.00,754.00,689.00,2/11/2002,8 yrs.,Motorola Satellite Communications Group,USA,Vandenberg AFB,Delta 2
27450,IRIDIUM 97,9/20/2014,7155813,0.00007,0,86.4007,17.67,USA,Iridium Satellite LLC,Government/Commercial,Comms,777.00,778.00,689.00,6/20/2002,8 yrs.,Motorola Satellite Communications Group,USA,Plesetsk Cosmodrome,Rokot/BrizKM
27451,IRIDIUM 98,7/24/2014,7126920.5,0.00014,0,86.4457,105.3,USA,Iridium Satellite LLC,Government/Commercial,Comms,748.00,750.00,689.00,6/20/2002,8 yrs.,Motorola Satellite Communications Group,USA,Plesetsk Cosmodrome,Rokot/BrizKM
39509,ATHENA-FIDUS,8/4/2014,42163832,0.00005,0,0.0167,86.08,Multinational,Centre National d'Etudes Spatiales (CNES)/Agenzia Spaziale Italiana (ASI),Government/Military,Comms,35784.00,35788.00,3080.00,2/6/2014,15 yrs.,Thales Alenia Space,France,Guiana Space Center,Ariane 5 ECA
20776,SKYNET 4C,10/18/2012,42164348,0.00026,0,12.1213,34.41,United Kingdom,Intelsat/Paradigm Secure Communications (wholly owned by EADS Astrium),Military,Comms,35775.00,35797.00,1474.00,8/30/1990,7 yrs.,Astrium,France/UK/Germany,Guiana Space Center,Ariane 44LP
27056,COSMOS 2385,7/1/2012,7799105.5,0.00051,0,82.5356,240.83,Russia,Ministry of Defense,Military,Comms,1417.00,1425.00,225.00,12/27/2001,3 yrs.,NPO/PM - Scientific Research Institute for Precision Instruments (NII-TP),Russia,Plesetsk Cosmodrome,Tsyklon 3
27057,COSMOS 2386,10/8/2014,7794815,0.00026,0,82.5425,67.32,Russia,Ministry of Defense,Military,Comms,1415.00,1419.00,225.00,12/27/2001,3 yrs.,NPO/PM - Scientific Research Institute for Precision Instruments (NII-TP),Russia,Plesetsk Cosmodrome,Tsyklon 3
27464,COSMOS 2390,10/3/2014,7865520,0.00242,0,82.4841,137.65,Russia,Ministry of Defense,Military,Comms,1468.00,1506.00,225.00,7/8/2002,3 yrs.,NPO/PM - Scientific Research Institute for Precision Instruments (NII-TP),Russia,Plesetsk Cosmodrome,Kosmos 3M
27465,COSMOS 2391,7/1/2012,7864295,0.00255,0,82.4831,291.77,Russia,Ministry of Defense,Military,Comms,1466.00,1506.00,225.00,7/8/2002,3 yrs.,NPO/PM - Scientific Research Institute for Precision Instruments (NII-TP),Russia,Plesetsk Cosmodrome,Kosmos 3M
27868,COSMOS 2400,7/1/2012,7863167,0.00229,0,82.4703,287.01,Russia,Ministry of Defense,Military,Comms,1467.00,1503.00,225.00,8/19/2003,3 yrs.,NPO/PM - Scientific Research Institute for Precision Instruments (NII-TP),Russia,Plesetsk Cosmodrome,Kosmos 3M
27869,COSMOS 2401,7/1/2012,7861827,0.00236,0,82.4698,285.62,Russia,Ministry of Defense,Military,Comms,1465.00,1502.00,225.00,8/19/2003,3 yrs.,NPO/PM - Scientific Research Institute for Precision Instruments (NII-TP),Russia,Plesetsk Cosmodrome,Kosmos 3M
28380,COSMOS 2407,7/1/2012,7356593.5,0.00401,0,82.9589,249.77,Russia,Ministry of Defense,Military,Comms,949.00,1008.00,825.00,7/22/2004,2-3 yrs.,NPO-PM,Russia,Plesetsk Cosmodrome,Kosmos 3M
28419,COSMOS 2408,10/9/2014,7861129.5,0.00153,0,82.4868,120.28,Russia,Ministry of Defense,Military,Comms,1471.00,1495.00,225.00,9/23/2004,3 yrs.,NPO/PM - Scientific Research Institute for Precision Instruments (NII-TP),Russia,Plesetsk Cosmodrome,Kosmos 3M
28420,COSMOS 2409,7/1/2012,7862594,0.00134,0,82.4847,281.1,Russia,Ministry of Defense,Military,Comms,1474.00,1495.00,225.00,9/23/2004,3 yrs.,NPO/PM - Scientific Research Institute for Precision Instruments (NII-TP),Russia,Plesetsk Cosmodrome,Kosmos 3M
28521,COSMOS 2414,7/1/2012,7315830.5,0.00417,0,82.9493,298.64,Russia,Ministry of Defense,Military,Comms,907.00,968.00,825.00,1/20/2005,2-3 yrs.,NPO-PM,Russia,Plesetsk Cosmodrome,Kosmos 3M
28908,COSMOS 2416,7/1/2012,7820072,0.00077,0,82.4686,327.92,Russia,Ministry of Defense,Military,Comms,1436.00,1448.00,225.00,12/21/2005,,NPO-PM,Russia,Plesetsk Cosmodrome,Kosmos 3M
32954,COSMOS 2437,7/1/2012,7873489.5,0.00197,0,82.5015,287.07,Russia,Ministry of Defense,Military,Comms,1480.00,1511.00,280.00,5/23/2008,5 yrs.,OAO�ISS,Russia,Plesetsk Cosmodrome,Rokot
32955,COSMOS 2438,7/1/2012,7870921.5,0.00203,0,82.5014,286.02,Russia,Ministry of Defense,Military,Comms,1477.00,1509.00,280.00,5/23/2008,5 yrs.,OAO�ISS,Russia,Plesetsk Cosmodrome,Rokot
32956,COSMOS 2439,7/1/2012,7872187.5,0.00203,0,82.5065,287.17,Russia,Ministry of Defense,Military,Comms,1478.00,1510.00,280.00,5/23/2008,5 yrs.,OAO�ISS,Russia,Plesetsk Cosmodrome,Rokot
34264,RADUGA-1 8,6/29/2013,42167968,0.004,0,2.795,88.65,Russia,Ministry of Defense,Military,Comms,35612.00,35949.00,2400.00,2/28/2009,5 yrs.,Applied Mechanics (NPO),Russia,Baikonur Cosmodrome,Proton K
35498,COSMOS 2451,7/1/2012,7881355,0.0007,0,82.4852,16.22,Russia,Ministry of Defense,Military,Comms,1498.00,1509.00,280.00,7/6/2009,5 yrs.,OAO�ISS,Russia,Plesetsk Cosmodrome,Rokot
35500,COSMOS 2453,7/1/2012,7878720,0.0007,0,82.4856,15.44,Russia,Ministry of Defense,Military,Comms,1495.00,1506.00,280.00,7/6/2009,5 yrs.,OAO�ISS,Russia,Plesetsk Cosmodrome,Rokot
36358,RADUGA 1M-2,2/23/2012,42165196,0.00005,0,0.018,260,Russia,Ministry of Defense,Military,Comms,35784.00,35788.00,2500.00,1/28/2010,5 yrs.,Applied Mechanics (NPO),Russia,Baikonur Cosmodrome,Proton M
36519,COSMOS 2463,7/1/2012,7373077.5,0.00367,0,82.9586,34.98,Russia,Ministry of Defense,Military,Comms,968.00,1022.00,820.00,4/27/2010,2-3 yrs.,Information Satellite Systems (formerly NPO-PM),Russia,Plesetsk Cosmodrome,Kosmos 3M
36582,COMSATBW-2,7/27/2014,42164588,0.00017,0,0.0251,309.08,Germany,Armed Forces,Military,Comms,35780.00,35794.00,2440.00,5/21/2010,15 yrs.,Thales Alenia Space,France/Italy,Guiana Space Center,Ariane 5
37152,COSMOS 2467,9/21/2013,7872619.5,0.00019,0,82.4566,95.16,Russia,Ministry of Defense,Military,Comms,1493.00,1496.00,225.00,9/8/2010,3 yrs.,OAO ISS,Russia,Plesetsk Cosmodrome,Rokot
37154,COSMOS 2468,10/18/2012,7872485,0.00134,0,82.4592,305.02,Russia,Ministry of Defense,Military,Comms,1484.00,1505.00,225.00,9/8/2010,3 yrs.,OAO ISS,Russia,Plesetsk Cosmodrome,Rokot
37234,CHINASAT 20A,8/12/2014,42163744,0.00031,0,0.0789,99.98,China,People's Liberation Army (C41),Military,Comms,35773.00,35799.00,2300.00,11/24/2010,,Chinese Academy of Space Technology (CAST),China,Xichang Satellite Launch Center,Long March 3B
37398,MERIDIAN 4,1/19/2012,26552796,0.695,0.73,63.2702,40.7,Russia,Military Space Forces (VKS),Military,Comms,1722.00,38637.00,2500.00,5/4/2011,,PO Polyot,Russia,Plesetsk Cosmodrome,Soyuz 2-1a
39034,SKYNET 5D,8/20/2014,42164456,0.00008,0,0.0692,349.4,United Kingdom,Ministry of Defense/Paradigm Secure Communications (wholly owned by EADS Astrium),Military,Comms,35786.00,35793.00,4638.00,12/19/2012,15 yrs.,EADS Astrium,United Kingdom,Guiana Space Center,Ariane 5 ECA
39057,COSMOS 2482,6/11/2013,7872717.5,0.00273,0,82.4997,297.6,Russia,Ministry of Defense,Military,Comms,1473.00,1516.00,250.00,1/15/2013,5 yrs.,OAO ISS,Russia,Plesetsk Cosmodrome,Rokot
39059,COSMOS 2484,3/21/2014,7872577.5,0.00248,0,82.5035,122.28,Russia,Ministry of Defense,Military,Comms,1475.00,1514.00,250.00,1/15/2013,5 yrs.,OAO ISS,Russia,Plesetsk Cosmodrome,Rokot
39483,COSMOS 2488,1/21/2014,7872079,0.00197,0,82.488,111.68,Russia,Ministry of Defense,Military,Comms,1478.00,1509.00,280.00,12/25/2013,5 yrs.,OAO ISS,Russia,Plesetsk Cosmodrome,Rokot
39484,COSMOS 2489,3/28/2014,7872364.5,0.00191,0,82.4849,70.74,Russia,Ministry of Defense,Military,Comms,1477.00,1507.00,280.00,12/25/2013,5 yrs.,OAO ISS,Russia,Plesetsk Cosmodrome,Rokot
39485,COSMOS 2490,3/28/2014,7872703.5,0.00184,0,82.4805,70.9,Russia,Ministry of Defense,Military,Comms,1482.00,1511.00,280.00,12/25/2013,5 yrs.,OAO ISS,Russia,Plesetsk Cosmodrome,Rokot
39761,COSMOS 2496,9/5/2014,7873673.5,0.00197,0,82.4458,283.87,Russia,Ministry of Defense,Military,Comms,1480.00,1511.00,280.00,5/23/2014,5 yrs.,OAS ISS,Russia,Plesetsk Cosmodrome,Rokot
39762,COSMOS 2497,8/2/2014,7872544.5,0.00203,0,82.4578,306.11,Russia,Ministry of Defense,Military,Comms,1478.00,1510.00,280.00,5/23/2014,5 yrs.,OAS ISS,Russia,Plesetsk Cosmodrome,Rokot
39763,COSMOS 2498,9/1/2014,7870914.5,0.00203,0,82.4475,286.6,Russia,Ministry of Defense,Military,Comms,1477.00,1509.00,280.00,5/23/2014,5 yrs.,OAS ISS,Russia,Plesetsk Cosmodrome,Rokot
27831,OPTUS C1,8/28/2014,42166208,0.00031,0,0.0105,228.05,Australia,Optus Communications (Parent: Singapore Telecom)/Australian Ministry of Defence,Military/Commercial,Comms,35773.00,35799.00,4800.00,6/12/2003,15 yrs.,Space Systems/Loral,USA,Guiana Space Center,Ariane 5G
28132,AMOS 2,8/9/2014,42164076,0.00019,0,0.0753,93.86,Israel,Israel Aircraft Industries,Military/Commercial,Comms,35778.00,35794.00,1400.00,12/27/2003,12 yrs.,Israel Aircraft Industries (IAI),Israel,Baikonur Cosmodrome,Soyuz-Fregat
32794,AMOS 3,7/6/2012,42164600,0.00007,0,0.0297,55.77,Israel,Space-Communication Ltd,Military/Commercial,Comms,35783.00,35789.00,,4/28/2008,12 yrs.,Israel Aircraft Industries (IAI),Israel,Baikonur Cosmodrome,Zenit 3SLB
38245,YAHSAT 1B,9/21/2012,42164364,0.00013,0,0.0038,152.95,United Arab Emirates,Al Yah Satellite Communications Company (YAHSAT),Military/Commercial,Comms,35780.00,35791.00,6000.00,4/23/2012,,Astrium/Thales Alenia Space,France,Baikonur Cosmodrome,Proton M
28366,APRIZESAT 2,7/1/2012,7150382.5,0.0109,0.01,98.2215,134.3,Argentina,Aprize Satellites Argentina,Commercial,Comms/TD,694.00,850.00,12.00,6/29/2004,,Aprize Satellite,Argentina,Baikonur Cosmodrome,Dnepr 1
28372,APRIZESAT 1,7/1/2012,7108711,0.00479,0,98.0082,169.03,Argentina,Aprize Satellites Argentina,Commercial,Comms/TD,696.00,764.00,12.00,6/29/2004,,Aprize Satellite,Argentina,Baikonur Cosmodrome,Dnepr 1
28890,BEIJING 1 (TSINGHUA),7/1/2012,7070201,0.00156,0,97.8993,47.2,China,Beijing Landview Mapping Information Technology Co. Ltd (BLMIT),Civil,Earth Observation,681.00,703.00,166.00,10/27/2005,7 yrs.,Tsinghua University/University of Surrey,China/United Kingdom,Plesetsk Cosmodrome,Kosmos 3M
33492,GOSAT (IBUKI),12/17/2013,7046975.5,0.00014,0,98.0718,99.6,Japan,Japan Aerospace Exploration Agency (JAXA),Civil,Earth Observation,668.00,670.00,1750.00,1/23/2009,5 yrs.,Mitsubishi Electric,Japan,Tanegashima Space Center,H2A
32060,WORLDVIEW 1,9/26/2014,6870807,0.00022,0,97.8776,345.93,USA,DigitalGlobe Corporation,Commercial,Earth Observation,491.00,494.00,4500.00,9/18/2007,7.25 yrs.,Ball Aerospace,USA,Vandenberg AFB,Delta 2
32382,RADARSAT 2,2/6/2014,7169909.5,0.00014,0,98.5772,46.72,Canada,Radarsat International,Commercial,Earth Observation,791.00,793.00,2924.00,12/14/2007,7 yrs.,"MacDonald, Dettwiler/Thales Alenia Spazio",Canada/Italy,Baikonur Cosmodrome,Soyuz
33312,RAPIDEYE 2,7/2/2014,7007619,0.00121,0,97.8892,271.54,Germany,RapidEye AG,Commercial,Earth Observation,621.00,638.00,175.00,8/29/2008,7 yrs.,"Surrey Satellite Technology, Ltd.",United Kingdom,Baikonur Cosmodrome,Dnepr
33313,RAPIDEYE 5,9/30/2014,7007682,0.00179,0,97.8777,358.55,Germany,RapidEye AG,Commercial,Earth Observation,617.00,642.00,175.00,8/29/2008,7 yrs.,"Surrey Satellite Technology, Ltd.",United Kingdom,Baikonur Cosmodrome,Dnepr
33314,RAPIDEYE 1,7/6/2014,7007948,0.00236,0,97.8854,274.37,Germany,RapidEye AG,Commercial,Earth Observation,613.00,646.00,175.00,8/29/2008,7 yrs.,"Surrey Satellite Technology, Ltd.",United Kingdom,Baikonur Cosmodrome,Dnepr
33315,RAPIDEYE 3,7/2/2014,7007626.5,0.00114,0,97.8803,269.34,Germany,RapidEye AG,Commercial,Earth Observation,621.00,637.00,175.00,8/29/2008,7 yrs.,"Surrey Satellite Technology, Ltd.",United Kingdom,Baikonur Cosmodrome,Dnepr
33316,RAPIDEYE 4,7/6/2014,7007617.5,0.00121,0,97.8784,273.03,Germany,RapidEye AG,Commercial,Earth Observation,621.00,638.00,175.00,8/29/2008,7 yrs.,"Surrey Satellite Technology, Ltd.",United Kingdom,Baikonur Cosmodrome,Dnepr
35946,WORLDVIEW 2,7/26/2014,7144171,0.00014,0,98.4175,284.34,USA,DigitalGlobe Corporation,Commercial,Earth Observation,765.00,767.00,2800.00,10/8/2009,,Ball Aerospace,USA,Vandenberg AFB,Delta 2
40023,OBJECT P,7/10/2014,6990715,0.00122,0,97.9849,86.21,USA,"Planet Labs, Inc.",Commercial,Earth Observation,604.00,621.00,4.00,6/19/2014,,"Planet Labs, Inc.",USA,Dombarovsky Air Base,Dnepr
40026,FLOCK 1C 7,10/5/2014,6989445,0.001,0,97.9728,172.58,USA,"Planet Labs, Inc.",Commercial,Earth Observation,606.00,620.00,4.00,6/19/2014,,"Planet Labs, Inc.",USA,Dombarovsky Air Base,Dnepr
40029,FLOCK 1C 2,8/27/2014,6991662.5,0.00129,0,97.9814,133,USA,"Planet Labs, Inc.",Commercial,Earth Observation,605.00,623.00,4.00,6/19/2014,,"Planet Labs, Inc.",USA,Dombarovsky Air Base,Dnepr
33331,GEOEYE 1,8/3/2014,7057885,0.00106,0,98.1313,289.85,USA,DigitalGlobal Corporation,Commercial/Government,Earth Observation,671.00,686.00,1955.00,9/6/2008,7+ yrs.,General Dynamics,USA,Vandenberg AFB,Delta 2
24920,FORTE,7/1/2012,7184890,0.0023,0,69.9551,343.42,USA,Los Alamos National Labs/DOE,Government,Earth Observation,790.00,823.00,215.00,8/29/1997,3 yrs.,Los Alamos National Lab/Sandia National Lab,USA,Vandenberg AFB,Pegasus XL
25504,SCD 2,6/22/2012,7125567,0.00176,0,24.994,190.27,Brazil,Instituto Nacional de Pesquisas Espaciais (INPE),Government,Earth Observation,735.00,760.00,110.00,10/23/1998,3 yrs.,Instituto Nacional de Pesquisas Espaciais (INPE),Brazil,Cape Canaveral,Pegasus
25682,LANDSAT 7,2/23/2014,7080692,0.00007,0,98.228,124.89,USA,NASA/US Geological Survey,Government,Earth Observation,702.00,703.00,2744.00,4/15/1999,15 yrs.,Lockheed Martin Missiles and Space,USA,Vandenberg AFB,Delta 2
25994,TERRA,9/27/2014,7080786,0.00007,0,98.2037,343.7,Multinational,Earth Sciences Enterprise (NASA),Government,Earth Observation,702.00,703.00,4854.00,12/18/1999,6 yrs.,Lockheed Martin,USA,Vandenberg AFB,Atlas 2AS
27525,KALPANA 1 (METSAT 1),8/28/2014,42165388,0.00007,0,4.5204,62.88,India,Indian Space Research Organization (ISRO),Government,Earth Observation,35783.00,35789.00,1060.00,9/12/2002,5-7 yrs.,ISRO Satellite Center,India,Satish Dhawan Space Center,Polar Satellite Launch Vehicle (PSLV)
28051,IRS P6,3/2/2012,7198260.5,0.00042,0,98.7956,134.89,India,Indian Space Research Organization (ISRO),Government,Earth Observation,817.00,823.00,1360.00,10/17/2003,5 yrs.,ISRO Satellite Center,India,Satish Dhawan Space Center,PSLV C5
28371,SAUDISAT 2,7/1/2012,7093231.5,0.00268,0,97.9275,187.7,Saudi Arabia,Riyadh Space Research Institute,Government,Earth Observation,696.00,734.00,35.00,6/29/2004,,Riyadh Space Research Institute,Saudi Arabia,Baikonur Cosmodrome,Dnepr 1
28376,AURA,9/28/2014,7080804.5,0.00007,0,98.2055,213.01,USA,Goddard Space Flight Center/EOS Data and Operations System,Government,Earth Observation,702.00,703.00,2967.00,7/15/2004,5+ yrs.,TRW,USA,Vandenberg AFB,Delta 2
28649,CARTOSAT-1,3/19/2012,6996819.5,0.00007,0,97.913,153.35,India,Indian Space Research Organization (ISRO),Government,Earth Observation,618.00,619.00,1560.00,5/5/2005,6 yrs.,Indian Space Research Organization (ISRO),India,Satish Dhawan Space Centre,PSLV C6
29155,GOES 13,8/28/2014,42169172,0.00039,0,0.0394,243.08,USA,NOAA (National Oceanographic and Atmospheric Administration),Government,Earth Observation,35768.00,35801.00,3200.00,5/24/2006,7 yrs.,Boeing Satellite Systems,USA,Cape Canaveral,Delta 4
